text,label
 asked marry like onstage like couldnt believeand walk like think tripped something,happy
 mean theyre know theyre upset like know,happy
 help kate like planning stuff mean want mean guy good friend anyway figured know guy want like mean know im sure enjoy kind thing,happy
 ive waiting three hour,neutral
 well ill fill paperwork see get started something,happy
 oh,sad
 well whatd major,neutral
 well driver license,neutral
 obviously dont time stand waste time line people need service behind waiting right thing,happy
 im embarrassing didnt want tell wanted place wed never place wed brand new,happy
 sherlock holmes god wheres luggage,neutral
 good idea,happy
 sure,neutral
 well,neutral
 unfortunate news uh bag isnt going,happy
 fire fade long passion,neutral
 theyll show time,happy
 like sign need money,happy
 mean weve gone ive five people already,happy
 oh know particular reason besides small glass,neutral
 could least try understand,neutral
 cold want jacket,neutral
 oh wonder hear talk feel vibration sand move around,sad
 mean mistake,happy
 dont know breathing get frustrated,happy
 mean one second think know youre conversation,happy
 know,happy
 kind whole year mean suffered monster thing disease,happy
 kate,neutral
 dream walking around looking night contradict say straight dont hope anymore havent hope year,sad
 whats bugging,neutral
 laugh sacred shibboleth flippancy brings acid damn sweetness light,neutral
 who,neutral
 im telling thats youre going,happy
 always go somebody else,neutral
 shit thats,happy
 making fascinating,neutral
 yeah kind lot thing acted together sometimes,happy
 want,neutral
 well wont license,neutral
 want want act like coming back dont think havent noticed since chris invited,neutral
 holiday inn,neutral
 bring person need generally something see know kind youve done kind,happy
 exactly make make know right im gon na make freaking awesome,happy
 oh man like kid amazing got house fly zipped,neutral
 la really hard mean tried like going bar couple time make friend people work,happy
 twenty buck please go get line,happy
 oh say,sad
 let explain problem grandfather remains bag like distribute today suppose know throw sea today,happy
 alright um well could problem cause,happy
 twice many time weve tried thats ever,happy
 yeah played wheel fortune penny like giant thing like,happy
 yeah,happy
 nobody house dare take away faith joe stranger might father brother,neutral
 shouldnt dream walk night waiting,neutral
 yeah thats know okay,happy
 dude lucked,neutral
 oh whose,sad
 gon na go,neutral
 neednt grand dont happen want moment,sad
 kidding,neutral
 well laugh everything must laugh u,happy
 fire fade along passion,neutral
 different idea evening supposed look like,happy
 look nice day arguing,neutral
 next fall guess,neutral
 sir please please would ask calm second,neutral
 okay thats like half,happy
 futile moralist make life unbearable laugh flippant,neutral
 yes,neutral
 shouldnt dream walk night waiting contradict say straight hope anymore havent hope year,neutral
 maybe still,neutral
 impossible there cant cant,neutral
 well shall always want bicker fight,neutral
 um uh anyway yeah thats awesome though live going separated going school,happy
 maam people waiting line right people waiting line right,happy
 happens people time im sorry sir cant make exception,neutral
 think hear u talk feel vibration sand move around,neutral
 seems silly go thing,happy
 want act like he coming back dont think havent noticed since invited wont stand nonsense,neutral
 laughter like like laughter mean like everywhere go people know,happy
 yeah right cult im looking forward cult,happy
 probably send calling card im sorry youre going patient sir,happy
 he coming back ill kill,neutral
 guess thats came,happy
 yeah,happy
 long working,neutral
 thing like,happy
 biomedical engineering,neutral
 right,happy
 dont see whats point going something like,happy
 right exactly,happy
 become habit,neutral
 dont driver license,sad
 choice,neutral
 track record listed probably anywhere,neutral
 yeah,happy
 im embarrassing didnt want tell wanted place wed never place wed brand new,happy
 calm,neutral
 shouldnt dream walk around night looking um contradict say outright dont hope anymore havent year,neutral
 going show well isnt like wouldnt airport like didnt get plane,happy
 would would didnt go law school,neutral
 oh dear shall like,neutral
 oh dear like,neutral
 teacher mr nash question,neutral
 imagination thats know say iim embarrassing didnt want tell wanted place different place could new know,happy
 girlfriend got killed,neutral
 oh know superficial philosopher must laugh flippant,neutral
 gon na go,neutral
 reply broken heart,neutral
 sir please dont waste time,neutral
 right well know thats thats protection plan everything like mean,happy
 yes,neutral
 couldnt couldnt afford red lobster laughter anyway,neutral
 wont like waiting santa claus,happy
 um well reply broken heart,neutral
 kate,neutral
 well obviously wasnt im going ask question asked get point,happy
 sick,neutral
 god im excited im like kid cant believe got house fly zipped,happy
 ill license,neutral
 well better better give whole freaking new phone thats better,happy
 look pointless itswere going see grunions mean like waiting around see santa claus know,happy
 dont know,neutral
 know also get like plan wedding fun,happy
 yeah theyre like youve got take corporate im like well fine ill as end day im trying,happy
 going somewhere dear,happy
 next fall,neutral
 really,neutral
 get mold young mind mr thats mother,happy
 reply broken heart,neutral
 know,happy
 cold want jacket,neutral
 cant cant alone,sad
 calm,neutral
 mean mcdonalds thing humiliating mean mean cant exactly move kind industry,happy
 im saying looking hire somebody theor kind,happy
 wow thank holiday inn wow thankthe flight cost five hundred dollar,neutral
 supposed give california id,neutral
 matter fact thats perfectly true,happy
 oh yeah hed drop right practice,happy
 brought blanket oh didnt bring blanket blanket,sad
 okay ill look know see whats going maybe,happy
 come please look,neutral
 yes yes would like file claim gonnai mean gon na show magically nowhere,happy
 must flipped,neutral
 cause cause didnt,neutral
 guess youre going without,happy
 exciting like new chapter life,happy
 depends well weve played,neutral
 certainly must figure fun alright laughter,happy
 going ridiculous going cool,happy
 he coming back got live ill kill,neutral
 uh actually im,happy
 right right right oh man youre going orientation guess,happy
 sure,neutral
 yeah like autumn,happy
 calm,neutral
 well department wont,neutral
 well see time,happy
 money charged didnt make call,neutral
 actually long,neutral
